tau	chr	start	end	transcript_id	thymus	liver	colon	jejunum	skin	mammary	horn	duodenum	rumen	thyroid	uterus	heart	kidney	ileum	adipose	ovary	abomasum	omasum	intestine	esophagus	reticulum	muscle	Lung	spleen	brain
0.40745	18	48078873	48078913	MSTRG.16742.1	20.951262	237.552902	36.751293	48.090733	19.627451	34.079708	8.983311	44.245152	45.263298	84.390472	5.488024	9.41582	155.90358	59.116947	30.429544	29.296259	21.488956	21.578615	46.496487	12.427737	26.227333	3.032494	19.1709	38.895939	24.087978
0.68160	18	48238806	48238940	MSTRG.16744.16	0.550056	17.837498	1.275052	10.288217	3.235531	1.109803	4.787932	5.561547	7.027458	8.033338	0.298567	0.0	5.882331	3.237028	1.393677	26.071085	2.997994	6.162173	5.690033	0.875058	1.568491	0.876793	0.397225	1.652305	7.265449
0.85176	18	48238806	48238940	MSTRG.16744.17	0.716106	0.0	1.398052	0.492462	1.567485	1.147506	0.162149	0.015548	3.971454	1.471457	0.011882	0.492237	0.01587	2.232623	1.147652	2.463367	0.006843	0.151731	2.699614	0.233847	0.220016	0.025826	0.454238	0.851253	2.144315
0.64631	18	48226879	48227292	MSTRG.16745.1	8.4214	7.704722	1.775135	6.320394	3.919086	1.438132	4.918037	3.685519	6.11477	4.281974	7.915307	4.456711	2.565275	2.208745	4.884151	2.544141	0.432617	1.930401	32.29134	5.530134	3.237422	5.834197	0.461687	1.655311	4.000223
0.65362	18	48226820	48227292	MSTRG.16745.2	1.389553	4.64993	0.0	8.492063	3.128292	0.959155	1.706511	8.179513	6.034105	3.537124	0.643893	3.891504	1.659345	2.227277	1.423714	8.048552	1.344909	0.0	2.138067	0.435271	1.536326	1.605016	0.699737	1.102329	6.812132
0.58501	18	48357052	48357138	MSTRG.16749.1	15.309295	0.0	0.0	2.075922	1.924572	0.0	9.675607	5.480124	9.535973	0.0	4.774808	3.146019	0.82727	5.048604	2.921819	8.708784	2.600069	6.49446	1.994219	8.703284	3.716488	3.669425	4.103769	0.382508	9.909372
0.92822	18	48481534	48481621	MSTRG.16758.1	0.537126	0.452357	0.0	0.0	0.0	0.0	0.0	0.0	5.101438	0.0	4.173956	0.0	0.539755	1.014533	0.0	0.819249	0.334256	0.0	1.512125	0.0	0.353282	0.42233	0.300353	0.297684	2.587249
0.74516	18	48546884	48548148	MSTRG.16759.1	0.708849	4.704216	6.252219	0.0	0.0	1.478032	1.850431	1.499106	5.221196	0.0	3.074809	0.0	0.927236	1.121464	2.180944	2.354263	1.131514	0.0	1.892411	1.94565	0.815554	0.048396	2.020004	1.357313	3.62847
0.75230	18	48546884	48548148	MSTRG.16759.2	0.172679	5.106475	3.205484	5.626558	1.695427	0.541886	0.0	0.814917	9.551519	3.845305	2.763298	1.260528	1.270812	2.978207	1.523601	1.39382	0.659097	5.09767	1.974149	0.599829	0.452251	0.260965	0.513568	0.067104	3.963696
0.84860	18	48546884	48548148	MSTRG.16759.3	1.365708	7.439062	0.0	0.0	0.993096	0.000302	1.148654	0.773142	5.713925	4.865808	2.131007	0.217963	0.910212	0.000388	0.434484	0.108332	0.888876	2.362007	0.984493	3.277	1.23739	0.455321	0.066715	0.986924	1.649355
0.89526	18	48546884	48548148	MSTRG.16759.4	0.0	0.0	0.0	0.0	0.7918	0.925096	1.072069	2.500508	5.296123	0.0	1.820277	0.0	1.342271	1.139467	0.0	2.522003	0.83726	0.0	1.169141	1.680359	1.786152	0.0	0.207589	0.605954	0.0
1.00000	18	48546884	48548148	MSTRG.16759.5	0.125225	5.400484	0.0	0.0	0.0	0.028502	0.0	0.044055	0.591654	0.0	0.105679	0.0	0.0	0.100566	0.0	0.0	0.064872	0.0	0.154991	0.043557	0.105981	0.034167	0.0311	0.0	0.257506
NA	1	106137259	106137408	MSTRG.1676.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.89055	18	49606990	49607673	MSTRG.16764.1	0.571782	0.0	0.0	1.328988	0.075754	1.119702	0.550526	0.318981	10.816525	1.478638	0.910914	2.421032	0.0	0.816838	0.549384	2.648582	0.241983	4.376922	0.092774	0.229218	0.108034	0.748555	0.574173	0.0	8.428355
0.94559	18	49607142	49607673	MSTRG.16764.2	0.21291	0.0	0.0	0.0	0.0	0.792356	0.0	0.0	11.487437	0.0	0.328907	0.0	0.0	0.079207	0.114027	2.534114	0.0	1.698562	0.370298	0.0	0.0	0.761876	0.0	0.0	5.631516
0.89494	18	49607636	49607673	MSTRG.16765.1	0.36096	0.0	0.0	2.039257	0.0	0.572255	0.84342	0.228773	9.836892	0.0	0.172994	4.645383	0.0	0.356124	0.0	4.288341	0.0	0.0	0.584628	0.0	0.155781	0.225623	0.289243	0.0	10.761086
1.00000	18	49874940	49875032	MSTRG.16772.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.595238	0.0	0.0
1.00000	18	49882510	49882637	MSTRG.16772.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.89852	0.406694	0.319508
0.85666	18	50726483	50729149	MSTRG.16774.1	0.099428	0.072539	2.158366	0.0	2.065237	0.400152	0.666775	0.0	1.472215	0.0	2.487865	0.991975	0.19259	0.173361	1.769803	8.369601	0.108592	0.877711	4.292968	0.102304	2.541037	0.142363	0.17465	0.0	9.874887
0.91972	18	50744684	50746374	MSTRG.16775.1	0.046247	0.0	1.550917	0.0	0.0	0.990644	1.276013	0.0	1.250447	0.0	1.545853	0.0	0.0	0.0202	0.019248	7.921986	0.003614	0.0	0.503743	0.0	2.574877	0.0	0.266943	0.0	9.597354
0.90858	18	50744684	50746374	MSTRG.16775.2	0.097081	0.066934	2.109743	0.468493	0.457826	0.0	0.118709	0.29384	2.476723	0.0	0.868808	0.934298	0.469037	0.200621	1.824443	9.743423	0.182218	0.654563	1.989285	0.081083	1.212504	0.064147	0.122249	0.024447	11.780865
0.92907	18	50744899	50746374	MSTRG.16775.3	0.0	0.0	0.0	0.0	0.263275	0.362203	0.0	0.0	0.144122	0.0	2.517318	0.0	0.0	0.175472	0.392406	3.978563	0.0	0.0	1.674385	0.0	0.349259	0.0	0.0	0.0	5.239759
1.00000	18	50747926	50748241	MSTRG.16775.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.169222	0.0	0.0	0.0	4.643947
0.95909	18	51482838	51484438	MSTRG.16779.1	0.0	0.0	0.0	0.0	7.106725	0.0	0.0	0.0824	7.370389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.641441
0.99518	18	51319497	51319601	MSTRG.16780.1	0.19973	0.0	0.0	0.0	0.028747	1.28152	0.0	0.0	0.027034	0.0	0.333733	0.0	0.0	0.174574	0.0	0.0	0.0	0.0	0.6206	0.0	0.0	0.0	0.0	8.527739	0.021158
NA	1	106264215	106264363	MSTRG.1679.1	0.0	0.046713	0.0	0.0	0.0	0.0	0.0	0.0	0.003912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004165	0.0	0.009198	0.0	0.0	0.0
0.97831	18	53606497	53606681	MSTRG.16793.1	0.219892	0.0	0.0	0.0	0.348242	0.0	0.30444	0.0	1.501974	0.0	0.068404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.476971	4.622089	0.0	0.19485
NA	18	55007273	55010905	MSTRG.16813.1	0.0	0.0	0.0	0.0	0.297325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA	18	55119150	55119825	MSTRG.16815.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.270457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	18	57546953	57550402	MSTRG.16834.1	0.141972	0.0	0.0	0.0	0.640471	0.0	0.0	0.0	0.0	0.0	0.132753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.656392
0.95952	18	57579326	57579432	MSTRG.16835.1	0.10001	0.0	0.0	0.0	4.915833	0.323473	0.737108	0.0	11.33262	0.0	0.410579	0.0	0.0	0.390638	0.0	0.0	0.0	0.0	0.0	1.983572	0.758495	0.0	1.084545	0.0	0.169673
NA	18	57713580	57713906	MSTRG.16837.1	0.086622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.97512	18	57892538	57892769	MSTRG.16841.1	9.319556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.958028	0.0	0.0	1.936167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.78057	18	55335023	55335262	MSTRG.16845.1	2.824443	0.791782	0.0	0.0	1.6723	0.996884	5.691615	0.504656	7.308909	0.0	1.999413	0.67744	0.0	2.986371	3.940777	0.668098	0.885892	0.0	2.394876	1.733734	2.119612	0.0	1.134412	1.275859	4.396808
0.86185	18	55335023	55335262	MSTRG.16845.2	0.866905	4.958951	0.0	0.0	0.0	0.458296	2.156581	0.671309	5.450578	0.0	1.651562	0.0	0.0	1.054934	0.777598	2.062927	0.313566	0.0	0.725938	3.345557	0.219298	0.0	0.309677	2.150824	0.0
NA	1	106982365	106982604	MSTRG.1685.1	0.0	0.0	0.0	0.0	0.00842	0.001412	0.000694	0.003315	0.002466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000751	0.0	0.0	0.0	0.0	0.014795
0.86958	18	58007682	58007772	MSTRG.16855.1	0.324994	0.0	1.457332	0.0	5.966418	0.0	0.589529	0.337831	1.58526	1.987161	3.227042	0.0	0.733489	0.69244	4.697031	0.251784	0.0	0.0	0.218337	0.30089	0.0	1.566878	0.465179	0.0	2.457574
0.72341	18	58009787	58014189	MSTRG.16856.1	9.086482	0.717828	4.707105	9.335799	1.228609	1.466989	0.69053	2.56115	2.584904	4.178288	3.674417	0.387223	0.343818	17.411139	2.625455	1.639051	1.695454	0.0	4.031414	0.20395	1.057895	1.173515	1.722199	14.116367	2.657188
0.95552	18	58136268	58136474	MSTRG.16857.1	0.0	0.278981	0.0	0.0	0.0	0.0	0.0	2.459351	0.263515	0.0	0.226211	0.0	0.0	10.04145	0.0	4.771356	0.0	0.0	0.120569	0.0	0.0	0.210811	0.0	0.0	0.0
0.96935	18	58136205	58136474	MSTRG.16857.2	0.0	1.424275	0.0	0.0	0.0	0.0	0.0	0.927876	0.0	0.0	0.0	0.0	0.0	16.698692	0.0	5.569751	0.0	0.0	0.268519	0.0	0.0	0.0	0.0	0.0	0.0
0.96807	18	58136196	58136474	MSTRG.16857.3	0.0	0.459595	0.0	0.0	0.0	0.0	0.0	5.796708	0.482811	0.0	0.045577	0.0	0.0	1.578239	0.0	0.490491	0.0	0.0	1.255067	0.29974	0.005797	0.024464	0.045533	0.0	1.940486
0.86456	1	106314916	106315444	MSTRG.1686.1	0.157911	1.278404	0.0	0.0	5.124155	1.709621	4.190989	0.408555	26.280878	3.589308	0.822372	0.189767	0.617634	0.297056	0.397135	0.0	0.175185	12.363599	0.377501	2.626433	2.055258	0.167167	0.480174	3.663264	0.22362
0.78624	18	56360038	56360247	MSTRG.16862.1	11.120022	0.0	0.0	0.0	4.594115	1.658079	0.304806	1.185308	5.195632	0.0	3.463172	0.868331	0.0	3.771843	3.606287	0.0	1.642802	0.0	1.566622	1.349944	0.0	7.967817	0.804409	0.406862	3.804384
0.44611	18	56529725	56531632	MSTRG.16863.1	20.230526	4.015454	8.330414	8.176072	2.067425	3.186834	6.840636	7.845545	13.067035	3.582796	27.311529	7.062823	9.16238	9.652694	4.64859	6.393474	4.810388	7.990434	11.153739	5.171719	4.750834	4.681149	3.351455	2.682546	16.461143
NA	18	56524095	56524251	MSTRG.16865.1	0.0	0.0	0.0	0.0	0.0	0.0	0.099652	0.0	0.007797	0.915067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.86818	18	56549711	56554087	MSTRG.16866.1	0.242117	0.0	0.648232	0.0	0.126491	0.363938	1.582606	1.093344	7.222245	0.0	19.239182	0.293242	1.519946	0.561598	1.075691	0.447725	0.501484	0.0	0.210519	0.897018	0.624141	11.438546	3.942215	0.066007	12.544109
NA	18	56585060	56585183	MSTRG.16867.10	0.059403	0.0	0.0	0.102617	0.0	0.0	0.0	0.0	0.040069	0.0	0.022149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	18	56637018	56638998	MSTRG.16867.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23206	0.0	0.301721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.286201	0.0	0.0	0.0	0.0	0.0
0.92727	18	56637018	56638998	MSTRG.16867.15	1.322891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.139322	7.350231	1.68521	0.223179	0.0	0.0	0.078375	0.0	0.0	0.0	0.757541	0.0	0.0	0.407861	0.284166	0.459003	3.524828
NA	18	56585060	56585183	MSTRG.16867.16	0.210222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.115583	0.0	0.0	0.0	0.023896	0.0	0.0	0.0	0.0	0.0	0.0	0.036279	0.0	0.0	0.0	0.0	0.0
NA	18	56599101	56599472	MSTRG.16867.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.807654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.351413	0.0	0.0	0.0	0.0	0.0	0.0	0.137036	0.0
0.96976	18	56637018	56638998	MSTRG.16867.7	0.449086	0.0	0.0	0.0	0.382983	0.191087	0.063944	0.0	1.83381	0.0	0.353255	0.0	1.366242	0.034193	0.026205	0.0	1.136588	0.0	0.0	0.482002	0.0	0.793945	0.0	0.086623	0.511134
1.00000	18	56797269	56799145	MSTRG.16868.1	0.0	0.0	0.0	0.0	3.46486	0.093588	0.0	0.0	0.029242	0.0	0.008707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	18	56962810	56963046	MSTRG.16872.1	0.0	0.0	0.0	0.0	0.882877	0.0	0.353334	0.0	2.823945	0.0	0.411856	0.741008	0.0	0.0	0.0	0.0	0.094161	0.0	0.0	0.0	0.207557	0.0	0.121553	0.339906	0.71684
1.00000	18	58423069	58423239	MSTRG.16882.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44186	0.0	0.018335	0.0	0.0	0.0	0.0	0.0	0.017054	0.0	0.0	0.0	0.0	0.0	0.290793	0.0	11.102651
0.96973	18	58469542	58469667	MSTRG.16883.1	0.0	0.0	0.0	0.0	9.338962	0.0	0.0	0.0	3.377745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.236827	0.0	0.0	0.0	0.0	1.500458
0.98059	18	58893176	58893988	MSTRG.16890.1	0.0	0.0	0.0	0.0	6.723249	0.0	0.0	0.0	2.07041	0.0	0.104546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.338643	0.0	0.0	1.173563
NA	1	106368811	106369034	MSTRG.1689.1	0.0	0.0	0.0	0.0	0.001273	0.0	0.0	0.000352	0.040665	0.0	0.002308	0.0	0.0	0.0	0.002534	0.00084	0.000343	0.0	0.001575	0.005713	0.007678	0.000984	0.0	0.000345	0.006366
NA	1	106376814	106377433	MSTRG.1689.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000318	0.011598	0.0	0.0	0.0	0.0	0.0	0.001721	0.001791	0.0	0.0	0.002499	0.0	0.007516	0.0	0.0	0.000343	0.0
0.96828	18	58921380	58921587	MSTRG.16892.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078821	13.924994	0.0	0.113296	0.236184	0.0	0.031569	0.0	0.0	0.0	0.0	0.075326	0.0	0.172953	7.427305	0.0	0.0	0.236667
0.90056	18	58933948	58935708	MSTRG.16893.1	0.228614	0.0	1.983068	0.0	0.193997	0.217679	0.13102	0.423995	10.058106	0.0	7.235982	11.830906	0.0	0.436028	10.302622	0.0	0.131722	0.0	0.775241	0.699623	4.136192	157.710144	0.254598	0.33012	2.419152
NA	18	58957886	58959416	MSTRG.16894.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017576	0.0	0.0	0.016862	0.0	0.0	0.0	0.0	0.0	0.0	0.004643	0.0	0.0	0.0
NA	1	106387279	106387663	MSTRG.1690.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009463	0.0
0.98718	18	59120042	59120432	MSTRG.16902.3	0.0	0.0	0.0	0.0	0.0	0.660963	0.0	1.344423	0.194535	0.0	0.0	0.0	0.315115	2.285699	0.0	0.0	38.466793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.071208
0.84546	18	59144479	59144607	MSTRG.16903.1	0.0	0.0	13.906703	8.868588	0.0	1.082654	1.190667	114.90873	23.404507	0.0	1.257253	0.0	42.038017	2.788426	0.0	0.0	79.906837	0.0	0.924737	0.0	0.193789	0.0	0.0	0.0	0.0
0.97889	18	59138885	59139111	MSTRG.16904.1	0.0	0.0	0.214385	0.0	0.0	0.335712	0.052202	0.222727	0.321127	0.0	2.801187	0.0	0.0027	0.016228	0.0	0.0	7.640097	0.0	0.049457	0.0	0.0	0.0	0.059756	0.0	0.368051
0.92461	18	59146748	59147882	MSTRG.16904.2	0.0	0.0	0.981323	0.342849	0.190427	0.0	0.0	4.12195	9.274566	0.0	1.565573	0.0	0.854505	0.242248	0.0	0.0	8.71665	0.0	0.753854	0.05874	0.456706	0.0	0.165498	0.0	0.416103
0.92715	18	59965476	59966806	MSTRG.16925.1	0.0	0.0	0.0	0.0	8.121072	2.389811	1.011791	0.0	11.245785	0.990123	0.069666	0.0	0.0	0.0	3.503215	0.0	0.0	0.0	0.0	0.213235	0.0	0.0	0.110693	0.0	0.807566
1.00000	18	59773972	59774806	MSTRG.16928.1	0.0	63.21801	0.0	0.0	0.0	0.0	0.0	0.083143	0.072657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.380832
0.93377	18	60516169	60516189	MSTRG.16933.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.037403	0.489364	0.0	0.0	0.0	0.0	2.406905	0.0	0.0	5.348905	0.0	2.931226	0.0	0.0	0.361646	0.0	0.0	0.453059
0.95793	18	60365611	60368982	MSTRG.16936.1	0.210688	0.0	0.0	0.0	1.74014	3.848973	0.858798	0.281876	0.261431	0.0	0.838226	0.526936	0.786136	0.228746	0.264223	0.060036	0.99313	0.0	0.216197	0.0	0.0	0.046587	0.116337	0.0	2.241151
0.95103	18	60916910	60917149	MSTRG.16939.1	0.0	0.0	0.0	0.0	5.783108	0.0	3.936481	0.0	1.998584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.149282	0.0	0.0	0.0	0.261394
0.97334	18	60926856	60926954	MSTRG.16940.1	0.0	0.0	0.0	0.0	0.934764	0.0	4.760244	0.0	2.713962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.89964	1	106580568	106584316	MSTRG.1694.1	0.255048	0.721495	0.0	0.0	0.265055	0.312701	0.453618	0.147118	5.135506	0.765497	3.980884	0.727208	0.242111	0.437904	0.279929	0.302608	0.34608	0.0	0.288019	0.288057	0.16183	3.258406	0.606625	0.290802	3.967578
0.94805	18	60665663	60666246	MSTRG.16943.1	0.275369	0.0	4.520286	0.0	0.0	0.0	0.0	0.346177	1.567976	0.0	0.89814	0.0	0.0	37.039516	0.258742	0.0	0.284965	0.0	0.845608	0.0	0.0	2.671633	0.436723	3.100572	1.538468
0.85295	18	60687553	60688659	MSTRG.16944.1	0.727363	0.523411	3.215274	4.740005	0.654731	0.154552	0.354069	1.697377	1.145942	5.146746	0.175352	31.973953	2.136098	0.658536	3.432435	7.12001	0.386776	0.0	1.534664	0.688378	0.018963	0.190738	1.46289	5.81289	1.968062
0.91566	18	60687553	60688659	MSTRG.16944.2	0.407121	0.0	0.049286	0.0	1.301335	0.0	0.27181	1.671248	0.732026	5.186532	0.240353	49.231964	1.734666	0.0	4.964418	4.225515	0.368243	0.0	0.0	0.0	0.0	0.0	0.0	6.487942	0.16063
0.93484	18	60687553	60688659	MSTRG.16944.3	0.0	0.0	0.0	0.0	0.049944	0.0	0.0	1.870965	1.06138	19.942093	0.155471	106.048019	0.0	0.429065	1.794831	4.190853	0.50995	0.0	0.0	0.0	0.172344	0.0	0.0	4.93758	0.640902
0.96973	18	63505632	63505804	MSTRG.16965.1	0.479072	0.0	0.0	0.0	3.497869	0.0	0.270956	0.0	5.604013	0.0	0.0	0.0	0.0	0.095362	0.0	0.0	0.0	0.0	0.0	0.119367	0.0	0.0	0.0	0.0	0.254666
1.00000	18	63721481	63726943	MSTRG.16967.1	9.719992	0.0	0.0	0.0	0.0	0.0	0.0	0.019378	0.126937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025364	0.0	0.186997	0.0	0.730033
0.32251	1	106664513	106665083	MSTRG.1697.1	34.698044	3.917602	30.948025	20.654026	11.316982	14.479519	10.733628	19.890451	46.550182	48.748775	15.558853	14.943406	7.309358	24.49432	7.164376	12.287465	11.473683	25.873978	15.782198	10.879851	9.817987	5.105306	6.946143	7.220283	42.001877
1.00000	18	64110973	64111482	MSTRG.16974.1	0.0	0.610869	0.0	0.0	0.547097	0.0	0.0	0.0	3.208574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023454	0.0	0.0	0.079231	0.079399	0.365695	0.111667	0.0	0.868836
1.00000	1	106749663	106750396	MSTRG.1698.10	0.76659	0.0	0.0	0.0	0.218606	0.0	0.446423	0.194511	1.155784	0.0	0.0	0.0	0.043833	0.034217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.99264	18	64498916	64500335	MSTRG.16982.4	25.378077	0.0	0.0	0.0	0.526147	0.0	0.414316	0.022762	1.770638	0.0	0.091341	0.0	0.0	0.034877	0.039388	0.046961	0.00416	0.176852	0.019556	0.253589	0.261754	0.011272	0.10935	0.057515	0.481699
0.99797	18	64498916	64500335	MSTRG.16982.6	45.619873	0.0	0.0	0.0	0.008111	0.022266	0.099352	0.0	1.204339	0.0	0.0	0.0	0.0	0.0	0.010663	0.0	0.0	0.212434	0.0	0.0	0.036122	0.0	0.0	0.0	0.0
0.99390	18	64498916	64500335	MSTRG.16982.7	8.916039	0.0	0.0	0.0	0.0	0.0	0.146845	0.0	1.377707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.96803	18	64499814	64500335	MSTRG.16982.8	12.56853	0.0	0.0	0.0	1.926161	0.0	0.492725	0.026688	3.619924	0.0	0.15147	0.0	0.0	0.0	0.0	0.0	0.025964	0.577786	0.0	0.199688	0.564601	0.0	0.099581	0.014224	0.317794
0.97988	18	64596516	64596591	MSTRG.16985.1	0.455509	0.0	0.0	0.0	5.014319	0.0	1.185505	0.0	1.837287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069092	0.0	0.0	0.0	0.0	0.841805
0.87291	18	64665736	64665926	MSTRG.16990.1	5.342707	0.0	0.0	0.0	6.032207	0.216101	2.887826	0.359154	6.225722	0.0	0.407054	0.0	0.0	0.461129	0.0	0.0	0.075771	0.0	0.884717	0.201017	0.0	0.0	0.0	0.424429	2.842188
0.47032	1	106672747	106676440	MSTRG.1699.1	14.556896	0.054266	11.99867	16.794197	3.546332	5.586716	2.065116	4.394561	11.147051	13.72235	2.996763	6.480964	4.515667	6.678065	3.867738	2.225613	3.880191	7.845517	6.747779	4.070646	3.324014	5.524133	0.276505	0.236722	10.099967
0.91446	18	65719825	65720199	MSTRG.16994.1	0.002306	0.0	0.0	0.0	0.141163	0.00108	0.0	0.152138	1.630155	0.0	3.335067	0.373106	0.0	0.0	0.000585	0.0	0.000132	0.0	0.0	0.171921	0.001371	5.727578	2.448909	0.0	2.703012
1.00000	18	65726073	65728094	MSTRG.16995.2	0.0	0.0	0.0	0.0	0.0	0.151981	0.0	0.0	0.0	1.296184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.98536	18	61324010	61324789	MSTRG.16998.6	0.0	0.0	0.0	0.0	0.0	0.097473	0.0	0.0	23.316113	0.0	0.497894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.089663	0.0	0.0	0.0	2.775485
0.99290	18	61324010	61324789	MSTRG.16998.7	0.0	0.0	0.0	0.0	0.0	0.232668	0.0	0.0	19.813475	0.0	1.662871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.070936	0.0	0.0	0.0	0.27758
1.00000	18	61362351	61362470	MSTRG.16998.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.687272	0.0	0.253283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30716	0.0	0.0	0.0	0.0	0.0	0.365677
0.71845	18	61244868	61251690	MSTRG.16999.1	2.969759	6.720002	5.773332	1.734867	8.526842	27.087584	4.855615	2.200161	7.569926	53.377205	21.559278	4.860727	2.543281	6.61683	5.895764	46.541328	5.672939	2.313266	2.151428	1.929315	4.309225	4.825642	1.840215	0.94251	363.667664
0.95905	18	61396093	61398382	MSTRG.17001.1	0.035074	0.223419	0.0	0.0	0.17765	0.028739	0.055376	0.251275	3.604724	0.0	7.270208	0.0	0.371874	0.331128	0.257438	0.0	0.100371	0.0	0.0	0.300718	0.265993	0.450322	0.376563	0.0	1.94912
0.86534	18	61419412	61419794	MSTRG.17004.1	0.959044	0.197126	2.252987	13.14165	0.092697	1.031687	1.610919	9.035075	0.781157	0.658183	1.036341	0.763467	0.0	3.718201	0.717576	0.146807	2.438931	0.0	13.194377	0.14339	0.213238	0.272411	0.144205	0.859063	0.630167
0.95279	18	61472049	61472446	MSTRG.17007.1	0.0	0.0	0.0	0.0	4.30709	0.0	6.720172	0.0	1.55195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.126639	1.295125	0.0	0.059635	0.0	0.0	0.0	0.0	0.550969
0.98632	18	61536223	61537566	MSTRG.17008.2	1.902122	0.0	0.97737	0.0	0.646395	0.007413	0.296618	0.0	1.271632	0.25566	0.837468	0.0	0.07115	0.042104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049427	0.016759	0.071351	14.7305
0.99650	18	61539047	61539105	MSTRG.17009.1	0.658316	0.0	0.0	0.0	1.181734	0.0	0.091119	0.0	0.487196	0.0	0.281607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.308333
